word,happiness_average,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
android,5.7,4,6,-1,7,6.268857143,1.484160613,1.379237288,0.126109766
andy,4.9,3,3,0,4,5.28575,0.484160613,-1.620762712,1.126109766
ang,4.82,2,2,-1,3,5.643666667,-0.515839387,-2.620762712,0.126109766
angel,7.68,3,4,-1,5,6.7316,0.484160613,-0.620762712,0.126109766
angeles,5.84,4,6,-3,7,7.526714286,1.484160613,1.379237288,-1.873890234
angels,7.66,4,5,-2,6,6.664166667,1.484160613,0.379237288,-0.873890234
anger,2.3,2,4,-3,5,7.124,-0.515839387,-0.620762712,-1.873890234
angle,5.9,4,4,-1,5,6.7316,1.484160613,-0.620762712,0.126109766
angles,5.68,4,5,-2,6,6.664166667,1.484160613,0.379237288,-0.873890234
anglo,5.5,3,3,1,5,5.6926,0.484160613,-1.620762712,2.126109766
angry,2.32,3,3,-1,5,4.9784,0.484160613,-1.620762712,0.126109766
animal,6.8,3,5,2,6,6.08,0.484160613,0.379237288,3.126109766
animals,6.68,4,6,1,7,6.115285714,1.484160613,1.379237288,2.126109766
anita,5.44,2,4,-1,5,7.821,-0.515839387,-0.620762712,0.126109766
ankle,5.12,2,4,1,5,6.483,-0.515839387,-0.620762712,2.126109766
ann,5.14,1,1,1,3,7.221666667,-1.515839387,-3.620762712,2.126109766
anna,5.78,2,2,0,4,7.458,-0.515839387,-2.620762712,1.126109766
anne,5.4,2,2,0,4,8.59175,-0.515839387,-2.620762712,1.126109766
annie,5.78,2,3,1,5,8.2666,-0.515839387,-1.620762712,2.126109766
anniversary,6.7,3,9,-3,11,6.432090909,0.484160613,4.379237288,-1.873890234
announce,5.68,2,4,2,8,6.770375,-0.515839387,-0.620762712,3.126109766
announced,5.48,2,4,1,9,6.490666667,-0.515839387,-0.620762712,2.126109766
announcement,5.38,6,8,2,12,7.089666667,3.484160613,3.379237288,3.126109766
announces,5.56,2,5,1,9,6.721111111,-0.515839387,0.379237288,2.126109766
annoy,3.1,1,3,3,5,6.2292,-1.515839387,-1.620762712,4.126109766
annoyed,2.58,2,4,1,7,6.871571429,-0.515839387,-0.620762712,2.126109766
annoying,2.82,2,6,4,8,5.8595,-0.515839387,1.379237288,5.126109766
annual,5.28,3,3,2,6,6.1025,0.484160613,-1.620762712,3.126109766
anonymity,5.34,3,6,5,9,5.727555556,0.484160613,1.379237288,6.126109766
another,5.2,4,6,-1,7,8.037428571,1.484160613,1.379237288,0.126109766
answer,6.24,2,4,-4,6,7.048666667,-0.515839387,-0.620762712,-2.873890234
answered,6.22,2,5,-6,8,7.405875,-0.515839387,0.379237288,-4.873890234
answers,6.48,2,5,-5,7,6.945571429,-0.515839387,0.379237288,-3.873890234
anterior,5.14,4,7,-2,8,7.890125,1.484160613,2.379237288,-0.873890234
antes,4.94,2,4,-3,5,8.6002,-0.515839387,-0.620762712,-1.873890234
anthony,5.34,3,5,3,7,6.613714286,0.484160613,0.379237288,4.126109766
anti,3.65,3,3,0,4,7.7345,0.484160613,-1.620762712,1.126109766
antiques,6.7,6,7,-2,8,6.6025,3.484160613,2.379237288,-0.873890234
antonio,5.14,3,6,3,7,7.528714286,0.484160613,1.379237288,4.126109766
anxiety,3.03,5,6,-1,7,6.537714286,2.484160613,1.379237288,0.126109766
anxious,3.42,4,6,1,7,5.517714286,1.484160613,1.379237288,2.126109766
any,5.22,1,1,1,3,5.63,-1.515839387,-3.620762712,2.126109766
anybody,4.96,5,5,1,7,4.588,2.484160613,0.379237288,2.126109766
anyhow,5.27,2,3,2,6,5.475166667,-0.515839387,-1.620762712,3.126109766
anymore,4.56,2,4,1,7,6.498857143,-0.515839387,-0.620762712,2.126109766
anyone,5.02,2,4,2,6,7.308,-0.515839387,-0.620762712,3.126109766
anything,5.34,4,6,2,8,5.97125,1.484160613,1.379237288,3.126109766
anytime,5.98,4,5,1,7,6.86,1.484160613,0.379237288,2.126109766
anyway,5.12,3,4,0,6,4.8985,0.484160613,-0.620762712,1.126109766
anyways,5.12,4,5,-1,7,5.102571429,1.484160613,0.379237288,0.126109766
anywhere,5.34,4,6,-2,8,7.091875,1.484160613,1.379237288,-0.873890234
ao,4.8,1,1,0,2,7.837,-1.515839387,-3.620762712,1.126109766
ap,4.86,1,1,0,2,5.048,-1.515839387,-3.620762712,1.126109766
apa,4.8,2,2,-1,3,6.087666667,-0.515839387,-2.620762712,0.126109766
apart,3.52,2,3,-3,5,6.6612,-0.515839387,-1.620762712,-1.873890234
apartment,5.6,6,7,-3,9,7.135444444,3.484160613,2.379237288,-1.873890234
apartments,5.16,6,8,-4,10,7.0546,3.484160613,3.379237288,-2.873890234
apologize,5.02,4,6,1,9,5.654666667,1.484160613,1.379237288,2.126109766
app,5.2,1,1,1,3,4.008333333,-1.515839387,-3.620762712,2.126109766
apparatus,5.76,4,7,-3,9,5.831888889,1.484160613,2.379237288,-1.873890234
apparent,5.6,4,6,-2,8,6.83575,1.484160613,1.379237288,-0.873890234
apparently,5.54,5,8,0,10,6.0685,2.484160613,3.379237288,1.126109766
appeal,5.62,3,4,0,6,6.153166667,0.484160613,-0.620762712,1.126109766
appeals,5.58,4,5,-1,7,6.178,1.484160613,0.379237288,0.126109766
appear,5.84,2,4,-2,6,6.480166667,-0.515839387,-0.620762712,-0.873890234
appearance,5.8,4,7,-4,10,6.9281,1.484160613,2.379237288,-2.873890234
appeared,5.46,2,5,-4,8,6.9795,-0.515839387,0.379237288,-2.873890234
appears,5.68,2,5,-3,7,6.458285714,-0.515839387,0.379237288,-1.873890234
appendix,4.54,6,6,0,8,5.355625,3.484160613,1.379237288,1.126109766
apple,7.44,2,3,1,5,5.7504,-0.515839387,-1.620762712,2.126109766
applicable,6,4,8,0,10,5.2184,1.484160613,3.379237288,1.126109766
application,5.5,3,9,3,11,5.840272727,0.484160613,4.379237288,4.126109766
applications,5.88,4,10,2,12,5.880833333,1.484160613,5.379237288,3.126109766
applied,5.86,2,4,1,7,5.710142857,-0.515839387,-0.620762712,2.126109766
applies,5.92,2,5,1,7,6.006428571,-0.515839387,0.379237288,2.126109766
apply,5.82,1,3,3,5,3.6048,-1.515839387,-1.620762712,4.126109766
applying,6.16,2,6,4,8,4.21925,-0.515839387,1.379237288,5.126109766
appointed,5.7,2,6,1,9,6.584222222,-0.515839387,1.379237288,2.126109766
appointment,5.52,6,9,3,11,6.656,3.484160613,4.379237288,4.126109766
appreciate,7.22,4,7,-4,10,7.0387,1.484160613,2.379237288,-2.873890234
appreciated,7.12,4,7,-5,11,6.785454545,1.484160613,2.379237288,-3.873890234
appreciation,7.24,5,9,0,12,6.575583333,2.484160613,4.379237288,1.126109766
approach,5.94,5,6,0,8,5.32025,2.484160613,1.379237288,1.126109766
approached,5.48,6,7,-2,10,5.9517,3.484160613,2.379237288,-0.873890234
approaches,6.04,6,8,-2,10,6.1591,3.484160613,3.379237288,-0.873890234
approaching,5.76,6,9,1,11,5.299272727,3.484160613,4.379237288,2.126109766
appropriate,6.26,6,9,-1,11,6.393272727,3.484160613,4.379237288,0.126109766
approval,6.98,5,6,0,8,4.836125,2.484160613,1.379237288,1.126109766
approve,6.66,4,5,-1,7,5.599857143,1.484160613,0.379237288,0.126109766
approved,7.2,4,5,-2,8,5.4315,1.484160613,0.379237288,-0.873890234
approximately,5.7,7,11,1,13,5.458846154,4.484160613,6.379237288,2.126109766
apps,5.58,2,2,0,4,4.588,-0.515839387,-2.620762712,1.126109766
april,6.36,3,4,1,5,5.4148,0.484160613,-0.620762712,2.126109766
apt,5.72,2,2,-1,3,6.384,-0.515839387,-2.620762712,0.126109766
aqui,5.04,1,2,0,4,4.4965,-1.515839387,-2.620762712,1.126109766
ar,4.92,0,1,-2,2,7.077,-2.515839387,-3.620762712,-0.873890234
arab,4.5,0,3,-4,4,5.95325,-2.515839387,-1.620762712,-2.873890234
arabia,5.4,2,5,-4,6,6.491,-0.515839387,0.379237288,-2.873890234
arafat,4,0,5,-6,6,6.962,-2.515839387,0.379237288,-4.873890234
arbitrary,4.54,3,6,-5,9,5.975888889,0.484160613,1.379237288,-3.873890234
arc,5.34,0,2,-3,3,5.645333333,-2.515839387,-2.620762712,-1.873890234
arch,5.79,1,3,-2,4,5.7575,-1.515839387,-1.620762712,-0.873890234
architect,6.36,2,7,-5,9,7.065777778,-0.515839387,2.379237288,-3.873890234
architects,5.88,2,8,-6,10,6.9919,-0.515839387,3.379237288,-4.873890234
architectural,6.22,5,11,-5,13,6.502230769,2.484160613,6.379237288,-3.873890234
architecture,6.4,4,10,-6,12,7.086583333,1.484160613,5.379237288,-4.873890234
archive,5.52,2,6,-3,7,6.239428571,-0.515839387,1.379237288,-1.873890234
archives,6,2,7,-4,8,6.250375,-0.515839387,2.379237288,-2.873890234
are,5.16,0,2,-3,3,8.952,-2.515839387,-2.620762712,-1.873890234
area,5.44,0,3,-4,4,8.75575,-2.515839387,-1.620762712,-2.873890234
areas,5.34,0,4,-5,5,8.27,-2.515839387,-0.620762712,-3.873890234
arena,5.84,2,4,-3,5,8.3544,-0.515839387,-0.620762712,-1.873890234
arent,4.34,2,4,-3,5,8.5322,-0.515839387,-0.620762712,-1.873890234
argentina,5.72,4,7,-3,9,7.395333333,1.484160613,2.379237288,-1.873890234
argh,3.96,1,2,-2,4,5.56575,-1.515839387,-2.620762712,-0.873890234
argue,3,2,3,-3,5,6.3258,-0.515839387,-1.620762712,-1.873890234
argued,3.36,2,3,-4,6,5.980333333,-0.515839387,-1.620762712,-2.873890234
argues,3,2,4,-4,6,6.326,-0.515839387,-0.620762712,-2.873890234
arguing,3.06,2,5,-1,7,4.951,-0.515839387,0.379237288,0.126109766
argument,3.14,4,5,-2,8,6.23,1.484160613,0.379237288,-0.873890234
arguments,3.04,4,6,-3,9,6.240777778,1.484160613,1.379237288,-1.873890234
arise,6.2,2,4,-3,5,8.0298,-0.515839387,-0.620762712,-1.873890234
arises,6.14,2,5,-4,6,7.746,-0.515839387,0.379237288,-2.873890234
arising,5.82,4,6,-1,7,6.168142857,1.484160613,1.379237288,0.126109766
arizona,5.58,4,6,-1,7,6.231,1.484160613,1.379237288,0.126109766
arkansas,5.4,4,7,-4,8,6.332875,1.484160613,2.379237288,-2.873890234
arlington,5.46,3,7,1,9,6.357888889,0.484160613,2.379237288,2.126109766
arm,5.5,1,2,-1,3,5.52,-1.515839387,-2.620762712,0.126109766
armed,3.84,2,3,-3,5,6.703,-0.515839387,-1.620762712,-1.873890234
armies,4.92,2,5,-2,6,7.0925,-0.515839387,0.379237288,-0.873890234
arms,5.38,2,3,-2,4,5.72175,-0.515839387,-1.620762712,-0.873890234
army,4.48,1,2,0,4,4.6335,-1.515839387,-2.620762712,1.126109766
arnold,4.86,2,4,0,6,6.114666667,-0.515839387,-0.620762712,1.126109766
arose,6.38,2,4,-3,5,8.138,-0.515839387,-0.620762712,-1.873890234
around,5.62,2,4,0,6,5.9035,-0.515839387,-0.620762712,1.126109766
arranged,5.6,2,5,-6,8,6.753375,-0.515839387,0.379237288,-4.873890234
arrangement,5.86,6,9,-5,11,7.335181818,3.484160613,4.379237288,-3.873890234
arrangements,5.7,6,10,-6,12,7.251166667,3.484160613,5.379237288,-4.873890234
array,5.55,1,3,-3,5,6.0564,-1.515839387,-1.620762712,-1.873890234
arrest,2.42,0,4,-6,6,8.037666667,-2.515839387,-0.620762712,-4.873890234
arrested,1.64,0,5,-8,8,8.147625,-2.515839387,0.379237288,-6.873890234
arrests,2.72,0,5,-7,7,7.793285714,-2.515839387,0.379237288,-5.873890234
arrival,6.32,3,5,-3,7,5.753857143,0.484160613,0.379237288,-1.873890234
arrive,6.32,2,4,-4,6,6.797833333,-0.515839387,-0.620762712,-2.873890234
arrived,6.14,2,4,-5,7,6.434285714,-0.515839387,-0.620762712,-3.873890234
arrow,5.52,2,3,-3,5,6.0016,-0.515839387,-1.620762712,-1.873890234
arsenal,4.18,3,6,-3,7,7.446285714,0.484160613,1.379237288,-1.873890234
art,6.6,0,1,-3,3,7.736666667,-2.515839387,-3.620762712,-1.873890234
artery,5.22,1,4,-4,6,7.312166667,-1.515839387,-0.620762712,-2.873890234
arthur,5.44,2,3,-2,6,6.3415,-0.515839387,-1.620762712,-0.873890234
article,5.52,4,5,-3,7,7.097857143,1.484160613,0.379237288,-1.873890234
articles,5.86,4,6,-4,8,7.0015,1.484160613,1.379237288,-2.873890234
artificial,3.9,7,8,-2,10,6.131,4.484160613,3.379237288,-0.873890234
artillery,3.88,3,6,-1,9,6.543222222,0.484160613,1.379237288,0.126109766
artist,6.74,2,4,-4,6,7.593166667,-0.515839387,-0.620762712,-2.873890234
artistic,7.12,4,6,-4,8,6.913375,1.484160613,1.379237288,-2.873890234
artists,6.82,2,5,-5,7,7.412285714,-0.515839387,0.379237288,-3.873890234
arts,6.58,0,2,-4,4,7.38425,-2.515839387,-2.620762712,-2.873890234
as,5.22,0,1,-2,2,7.247,-2.515839387,-3.620762712,-0.873890234
asap,4.8,1,3,-2,4,6.1475,-1.515839387,-1.620762712,-0.873890234
ashamed,2.59,4,5,-3,7,6.873714286,1.484160613,0.379237288,-1.873890234
ashes,4.47,2,4,-3,5,7.9234,-0.515839387,-0.620762712,-1.873890234
ashley,5.42,3,5,0,6,6.548166667,0.484160613,0.379237288,1.126109766
asi,4.78,1,2,-1,3,7.153333333,-1.515839387,-2.620762712,0.126109766
asia,6.22,2,3,-2,4,7.40675,-0.515839387,-1.620762712,-0.873890234
asian,6.32,3,4,-1,5,7.2752,0.484160613,-0.620762712,0.126109766
aside,4.76,2,3,-3,5,7.683,-0.515839387,-1.620762712,-1.873890234
ask,5.2,1,2,-1,3,5.088666667,-1.515839387,-2.620762712,0.126109766
asked,5.36,2,3,-3,5,6.4442,-0.515839387,-1.620762712,-1.873890234
askin,4.86,1,3,1,5,5.7962,-1.515839387,-1.620762712,2.126109766
asking,5.26,2,4,0,6,5.166,-0.515839387,-0.620762712,1.126109766
asks,5.24,2,3,-2,4,5.39825,-0.515839387,-1.620762712,-0.873890234
asleep,6.14,3,4,-2,6,7.642,0.484160613,-0.620762712,-0.873890234
aspect,5.66,2,4,-4,6,6.827166667,-0.515839387,-0.620762712,-2.873890234
aspects,5.56,2,5,-5,7,6.755714286,-0.515839387,0.379237288,-3.873890234
ass,3.86,0,1,-3,3,6.940333333,-2.515839387,-3.620762712,-1.873890234
assault,2.56,2,5,-3,7,6.403857143,-0.515839387,0.379237288,-1.873890234
assembled,6.31,4,6,-5,9,6.489,1.484160613,1.379237288,-3.873890234
assembly,5.6,3,6,-2,8,5.4275,0.484160613,1.379237288,-0.873890234
assess,5,0,3,-6,6,7.696166667,-2.515839387,-1.620762712,-4.873890234
assessment,5.28,4,7,-6,10,7.709,1.484160613,2.379237288,-4.873890234
asset,6.54,0,3,-5,5,8.5158,-2.515839387,-1.620762712,-3.873890234
assets,6.66,0,4,-6,6,8.151,-2.515839387,-0.620762712,-4.873890234
asshole,2.4,2,4,-1,7,7.307,-0.515839387,-0.620762712,0.126109766
assigned,5.44,4,5,-4,8,6.68825,1.484160613,0.379237288,-2.873890234
assist,6.42,2,4,-4,6,7.195,-0.515839387,-0.620762712,-2.873890234
assistance,5.96,4,7,-6,10,7.357,1.484160613,2.379237288,-4.873890234
assistant,5.62,4,7,-5,9,7.460222222,1.484160613,2.379237288,-3.873890234
associate,5.62,4,7,-5,9,7.555666667,1.484160613,2.379237288,-3.873890234
associated,5.68,4,7,-6,10,7.2254,1.484160613,2.379237288,-4.873890234
associates,5.56,4,8,-6,10,7.4328,1.484160613,3.379237288,-4.873890234
association,5.66,5,9,-1,11,6.956454545,2.484160613,4.379237288,0.126109766
associations,6.06,6,10,-2,12,6.904,3.484160613,5.379237288,-0.873890234
assume,4.72,2,3,-2,6,6.447833333,-0.515839387,-1.620762712,-0.873890234
assumed,4.96,2,3,-3,7,6.134285714,-0.515839387,-1.620762712,-1.873890234
assuming,5.08,2,5,0,8,5.214375,-0.515839387,0.379237288,1.126109766
assumption,5.29,3,7,2,10,5.8192,0.484160613,2.379237288,3.126109766
assumptions,4.82,4,8,1,11,5.865363636,1.484160613,3.379237288,2.126109766
assured,6.2,2,4,-5,7,6.645857143,-0.515839387,-0.620762712,-3.873890234
asterisk,5.64,3,7,-4,8,7.038,0.484160613,2.379237288,-2.873890234
astray,4.16,1,4,-4,6,6.613,-1.515839387,-0.620762712,-2.873890234
at,4.9,0,1,-2,2,8.6115,-2.515839387,-3.620762712,-0.873890234
ate,6.18,0,2,-3,3,9.975,-2.515839387,-2.620762712,-1.873890234
athletes,6.24,2,7,-4,8,8.516125,-0.515839387,2.379237288,-2.873890234
athletic,6.46,4,7,-2,8,7.356,1.484160613,2.379237288,-0.873890234
atl,5.06,1,2,-1,3,7.082666667,-1.515839387,-2.620762712,0.126109766
atlanta,5.3,4,6,-3,7,7.626714286,1.484160613,1.379237288,-1.873890234
atlantic,6.18,6,7,-2,8,6.871,3.484160613,2.379237288,-0.873890234
atleast,4.92,2,6,-5,7,8.214285714,-0.515839387,1.379237288,-3.873890234
atm,5.7,1,2,-1,3,6.543,-1.515839387,-2.620762712,0.126109766
atmosphere,6.3,4,9,-2,10,7.2877,1.484160613,4.379237288,-0.873890234
atomic,4.61,2,5,0,6,6.147333333,-0.515839387,0.379237288,1.126109766
atoms,5.5,2,4,-1,5,6.6926,-0.515839387,-0.620762712,0.126109766
att,4.82,0,1,-3,3,8.759666667,-2.515839387,-3.620762712,-1.873890234
attached,5.58,2,5,-6,8,7.534625,-0.515839387,0.379237288,-4.873890234
attachment,6.06,4,7,-4,10,7.4235,1.484160613,2.379237288,-2.873890234
attack,2.42,1,4,-4,6,6.333333333,-1.515839387,-0.620762712,-2.873890234
attacked,2.52,2,5,-6,8,6.869375,-0.515839387,0.379237288,-4.873890234
attacks,2.46,2,5,-5,7,6.332428571,-0.515839387,0.379237288,-3.873890234
attained,6.62,2,5,-4,8,8.1395,-0.515839387,0.379237288,-2.873890234
attempt,5.56,2,5,-3,7,7.481714286,-0.515839387,0.379237288,-1.873890234
attempted,5.48,2,6,-5,9,7.703,-0.515839387,1.379237288,-3.873890234
attempting,5.98,4,8,-2,10,6.8102,1.484160613,3.379237288,-0.873890234
attempts,5.54,2,6,-4,8,7.337375,-0.515839387,1.379237288,-2.873890234
attend,6,2,4,-4,6,8.3305,-0.515839387,-0.620762712,-2.873890234
attended,5.54,2,4,-6,8,8.36725,-0.515839387,-0.620762712,-4.873890234
attending,6,4,7,-3,9,7.301444444,1.484160613,2.379237288,-1.873890234
attention,5.8,3,7,-1,9,8.445333333,0.484160613,2.379237288,0.126109766
attitude,5.8,4,5,-4,8,7.75175,1.484160613,0.379237288,-2.873890234
attitudes,5.86,4,6,-5,9,7.593444444,1.484160613,1.379237288,-3.873890234
attorney,4.12,5,6,-2,8,7.64975,2.484160613,1.379237288,-0.873890234
attract,6.72,0,4,-7,7,7.467285714,-2.515839387,-0.620762712,-5.873890234
attracted,7.16,0,5,-9,9,7.691777778,-2.515839387,0.379237288,-7.873890234
attraction,7.82,1,7,-4,10,7.3493,-1.515839387,2.379237288,-2.873890234
attractive,7.48,2,7,-8,10,7.2917,-0.515839387,2.379237288,-6.873890234
attribute,5.7,4,6,-5,9,7.248888889,1.484160613,1.379237288,-3.873890234
attributed,5.9,4,6,-6,10,6.9493,1.484160613,1.379237288,-4.873890234
attributes,5.78,4,7,-6,10,7.1567,1.484160613,2.379237288,-4.873890234
au,4.92,1,1,0,2,5.4625,-1.515839387,-3.620762712,1.126109766
auch,4.44,3,3,0,4,4.95025,0.484160613,-1.620762712,1.126109766
auction,5.78,3,6,1,7,6.283571429,0.484160613,1.379237288,2.126109766
audience,5.98,6,6,-2,8,7.134875,3.484160613,1.379237288,-0.873890234
audiences,6.08,6,7,-3,9,7.045111111,3.484160613,2.379237288,-1.873890234
audio,5.88,3,4,1,5,5.9302,0.484160613,-0.620762712,2.126109766
auf,4.56,2,2,-1,3,4.384333333,-0.515839387,-2.620762712,0.126109766
aug,5.44,2,2,-1,3,4.313333333,-0.515839387,-2.620762712,0.126109766
august,5.98,4,5,-2,6,5.180166667,1.484160613,0.379237288,-0.873890234
aunque,5.04,4,4,0,6,5.538166667,1.484160613,-0.620762712,1.126109766
aunt,6.66,2,2,0,4,6.6825,-0.515839387,-2.620762712,1.126109766
aus,5.06,2,2,-1,3,5.750666667,-0.515839387,-2.620762712,0.126109766
austin,5.5,3,5,0,6,6.6705,0.484160613,0.379237288,1.126109766
australia,6.4,4,7,-3,9,6.624444444,1.484160613,2.379237288,-1.873890234
australian,6.26,5,8,-2,10,6.6369,2.484160613,3.379237288,-0.873890234
austria,5.88,4,5,-3,7,6.775428571,1.484160613,0.379237288,-1.873890234
author,5.98,4,5,0,6,6.594833333,1.484160613,0.379237288,1.126109766
authorities,4.38,8,10,-1,11,7.416909091,5.484160613,5.379237288,0.126109766
authority,4.74,7,8,1,9,6.396111111,4.484160613,3.379237288,2.126109766
authorized,5.96,6,8,-2,10,6.3564,3.484160613,3.379237288,-0.873890234
authors,6.22,4,6,-1,7,6.556571429,1.484160613,1.379237288,0.126109766
auto,5.66,3,3,0,4,6.872,0.484160613,-1.620762712,1.126109766
automatic,6,6,8,-1,9,6.318333333,3.484160613,3.379237288,0.126109766
automatically,6,7,11,1,13,5.773538462,4.484160613,6.379237288,2.126109766
automobile,6.16,6,9,2,10,6.2586,3.484160613,4.379237288,3.126109766
autonomy,5.86,3,6,4,8,5.7655,0.484160613,1.379237288,5.126109766
autumn,6.94,3,3,2,6,5.315666667,0.484160613,-1.620762712,3.126109766
av,4.94,0,1,-2,2,4.5725,-2.515839387,-3.620762712,-0.873890234
available,6.58,4,8,-3,9,6.076555556,1.484160613,3.379237288,-1.873890234
avatar,6,0,5,-6,6,6.753666667,-2.515839387,0.379237288,-4.873890234
ave,5.1,0,2,-3,3,7.282333333,-2.515839387,-2.620762712,-1.873890234
avec,5.05,0,2,-4,4,6.15725,-2.515839387,-2.620762712,-2.873890234
avenue,5.68,2,4,-2,6,7.342666667,-0.515839387,-0.620762712,-0.873890234
average,5.1,0,6,-7,7,7.245428571,-2.515839387,1.379237288,-5.873890234
aviation,6.14,3,7,0,8,6.8195,0.484160613,2.379237288,1.126109766
avid,6.22,2,3,-2,4,5.091,-0.515839387,-1.620762712,-0.873890234
avoid,3.14,2,4,-1,5,5.5742,-0.515839387,-0.620762712,0.126109766
avoided,3.98,2,4,-3,7,6.403714286,-0.515839387,-0.620762712,-1.873890234
aw,5.14,0,1,-2,2,5.2635,-2.515839387,-3.620762712,-0.873890234
awaits,5.49,2,5,-4,6,6.8405,-0.515839387,0.379237288,-2.873890234
awake,5.74,2,4,-3,5,6.4336,-0.515839387,-0.620762712,-1.873890234
award,7.86,0,4,-5,5,5.7868,-2.515839387,-0.620762712,-3.873890234
awarded,7.38,0,4,-7,7,6.555571429,-2.515839387,-0.620762712,-5.873890234
awards,7.18,0,5,-6,6,5.876833333,-2.515839387,0.379237288,-4.873890234
aware,5.78,0,4,-5,5,7.4766,-2.515839387,-0.620762712,-3.873890234
awareness,6.18,2,7,-7,9,7.720888889,-0.515839387,2.379237288,-5.873890234
away,4.22,1,3,-2,4,5.167,-1.515839387,-1.620762712,-0.873890234
awe,5.94,0,2,-3,3,7.743,-2.515839387,-2.620762712,-1.873890234
awesome,7.6,2,6,-3,7,7.453,-0.515839387,1.379237288,-1.873890234
awful,2.92,1,4,-1,5,3.9076,-1.515839387,-0.620762712,0.126109766
awhile,4.84,2,5,0,6,6.719,-0.515839387,0.379237288,1.126109766
awkward,3.62,2,6,-5,7,4.580857143,-0.515839387,1.379237288,-3.873890234
awsome,7.04,2,4,-2,6,6.578166667,-0.515839387,-0.620762712,-0.873890234
aww,5.12,0,1,-3,3,4.295666667,-2.515839387,-3.620762712,-1.873890234
awww,5.98,0,1,-4,4,3.81175,-2.515839387,-3.620762712,-2.873890234
awwww,5.54,0,1,-5,5,3.5214,-2.515839387,-3.620762712,-3.873890234
axe,4.54,0,2,-3,3,7.006333333,-2.515839387,-2.620762712,-1.873890234
axis,5.44,2,3,-2,4,5.4025,-0.515839387,-1.620762712,-0.873890234
ay,5.34,1,1,0,2,5.0705,-1.515839387,-3.620762712,1.126109766
aye,5.42,2,2,-1,3,7.614333333,-0.515839387,-2.620762712,0.126109766
ayer,4.82,2,3,-2,4,7.2075,-0.515839387,-1.620762712,-0.873890234
az,5.08,0,0,-2,2,4.1205,-2.515839387,-4.620762712,-0.873890234
b,4.84,0,0,-1,1,1.492,-2.515839387,-4.620762712,0.126109766
ba,4.68,0,1,-2,2,4.8295,-2.515839387,-3.620762712,-0.873890234
babe,6.82,0,3,-4,4,5.96325,-2.515839387,-1.620762712,-2.873890234
babes,6.28,0,4,-5,5,6.036,-2.515839387,-0.620762712,-3.873890234
babies,7.46,2,5,-4,6,6.191,-0.515839387,0.379237288,-2.873890234
baby,7.28,1,3,-2,4,3.28125,-1.515839387,-1.620762712,-0.873890234
babylon,4.98,1,5,1,7,4.486571429,-1.515839387,0.379237288,2.126109766
back,5.18,1,3,-2,4,3.30325,-1.515839387,-1.620762712,-0.873890234
backed,5.12,2,4,-4,6,5.028,-0.515839387,-0.620762712,-2.873890234
background,5.42,4,7,-2,10,4.2482,1.484160613,2.379237288,-0.873890234
backs,5.34,2,4,-3,5,3.908,-0.515839387,-0.620762712,-1.873890234
backup,5.78,1,5,0,6,2.983333333,-1.515839387,0.379237288,1.126109766
backwards,4.22,2,8,-7,9,4.478555556,-0.515839387,3.379237288,-5.873890234
backyard,6.47,2,7,-4,8,4.19925,-0.515839387,2.379237288,-2.873890234
bacon,5.96,1,4,-1,5,5.3394,-1.515839387,-0.620762712,0.126109766
bacteria,3.61,2,7,-6,8,6.914875,-0.515839387,2.379237288,-4.873890234
bad,2.64,0,2,-3,3,4.637333333,-2.515839387,-2.620762712,-1.873890234
baddest,3.82,0,4,-7,7,6.607142857,-2.515839387,-0.620762712,-5.873890234
badly,2.88,1,4,-1,5,3.9822,-1.515839387,-0.620762712,0.126109766
bag,5.64,0,2,-3,3,3.891333333,-2.515839387,-2.620762712,-1.873890234
baghdad,3.62,2,6,-5,7,4.920142857,-0.515839387,1.379237288,-3.873890234
bags,5.58,0,3,-4,4,4.50025,-2.515839387,-1.620762712,-2.873890234
bah,4.24,1,2,-1,3,5.251,-1.515839387,-2.620762712,0.126109766
bail,4.44,1,3,0,4,5.1625,-1.515839387,-1.620762712,1.126109766
baila,5.22,2,4,-1,5,5.7634,-0.515839387,-0.620762712,0.126109766
bailar,5.43,2,5,-2,6,5.800666667,-0.515839387,0.379237288,-0.873890234
bailey,5.42,3,5,0,6,5.887666667,0.484160613,0.379237288,1.126109766
bailout,3.74,2,5,1,7,5.710142857,-0.515839387,0.379237288,2.126109766
bajo,4.94,1,3,0,4,4.32975,-1.515839387,-1.620762712,1.126109766
